iter	Accuracy	CrossEntropy
885	0.8746073931	0.2794400174
886	0.8746073931	0.2794397752
887	0.8746073931	0.2794388737
888	0.8746073931	0.27943887
889	0.8746073931	0.2794383023
890	0.8746073931	0.279438264
891	0.8746073931	0.2794373591
892	0.8746073931	0.2794365534
893	0.8746073931	0.2794357775
894	0.8746073931	0.2794348592
895	0.8748489973	0.2792571137
896	0.8748489973	0.2792570425
897	0.8748489973	0.2792567884
898	0.8748489973	0.2792567634
899	0.8748489973	0.2792561164
900	0.8748489973	0.2792552483
901	0.8748489973	0.2792547135
902	0.8748489973	0.2792540407
903	0.8748489973	0.2792535411
904	0.8748489973	0.2791638301
905	0.8748489973	0.2791633845
906	0.8748489973	0.2791631248
907	0.8748489973	0.2791592834
908	0.8748489973	0.2791586614
909	0.8748489973	0.2791584059
910	0.8748489973	0.2791581589
911	0.8748489973	0.2791575637
912	0.8749697995	0.2790586623
913	0.8749697995	0.2790378534
914	0.8749697995	0.2790372459
915	0.8749697995	0.2790362898
916	0.8749697995	0.2790357379
917	0.8749697995	0.2790350013
918	0.8749697995	0.2790344503
919	0.8749697995	0.279033802
920	0.8750906016	0.2790329382
921	0.8749697995	0.2790320419
922	0.8750906016	0.2790274361
923	0.8752114037	0.2790208558
924	0.8750906016	0.2790206146
925	0.8752114037	0.2790201033
926	0.8752114037	0.2790193908
927	0.8753322058	0.2790189032
928	0.8752114037	0.2790184672
929	0.8753322058	0.2790125192
930	0.8748489973	0.2789311835
931	0.8748489973	0.2789309209
932	0.8749697995	0.2789306552
933	0.8749697995	0.2789302007
934	0.8750906016	0.2789295632
935	0.8750906016	0.2789289715
936	0.8750906016	0.2789280828
937	0.8748489973	0.2789274673
938	0.8748489973	0.2789266319
939	0.8748489973	0.2789260525
940	0.8748489973	0.2789255255
941	0.8748489973	0.2789250944
942	0.8747281952	0.2789213501
943	0.8747281952	0.2789211156
944	0.8747281952	0.2789207003
945	0.8748489973	0.2789200538
946	0.8748489973	0.2789196523
947	0.8750906016	0.2789192417
948	0.8750906016	0.2789187922
949	0.8750906016	0.2789183974
950	0.8750906016	0.2789178038
951	0.8750906016	0.2789172105
952	0.8750906016	0.2789166389
953	0.8750906016	0.2789158109
954	0.8749697995	0.2789100367
955	0.8749697995	0.2789092793
956	0.8749697995	0.2789090577
957	0.8749697995	0.278908362
958	0.8750906016	0.2789077505
959	0.8750906016	0.2789073783
960	0.8750906016	0.2789069783
961	0.8750906016	0.2789033613
962	0.8750906016	0.2789033606
963	0.8750906016	0.2789029816
964	0.8750906016	0.2789024234
965	0.8750906016	0.2789020652
966	0.8750906016	0.2789014976
967	0.8750906016	0.2789009507
968	0.8750906016	0.2789006085
969	0.8750906016	0.278900195
970	0.8750906016	0.2788998682
971	0.8750906016	0.278899542
972	0.8750906016	0.2788993086
973	0.8750906016	0.2788988236
974	0.8750906016	0.278898162
975	0.8748489973	0.2788330269
976	0.8748489973	0.2788323345
977	0.8747281952	0.2788316644
978	0.8747281952	0.2788313047
979	0.8747281952	0.2788307962
980	0.8747281952	0.2788251984
981	0.8747281952	0.2788248819
982	0.8747281952	0.2788244362
983	0.8747281952	0.2788240076
984	0.8747281952	0.278823654
985	0.8747281952	0.2788233518
986	0.8747281952	0.2788229519
987	0.8746073931	0.2788175507
988	0.8746073931	0.2788168072
989	0.8747281952	0.2788162506
990	0.8746073931	0.2786870943
991	0.8746073931	0.2786818461
992	0.8748489973	0.2784995737
993	0.8748489973	0.2784992779
994	0.8748489973	0.2784989774
995	0.8748489973	0.2784986888
996	0.8748489973	0.2784258995
997	0.8748489973	0.2784251991
998	0.8749697995	0.2784248358
999	0.8749697995	0.2784243075
